id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason
12256,Not Clear,1,soft_vote,Clear=0.08707828;Not Clear=0.91021706;Misleading=0.00270467;n_members=5
12257,Clear,0,soft_vote,Clear=0.96282733;Not Clear=0.03578292;Misleading=0.00138979;n_members=5
12258,Clear,0,soft_vote,Clear=0.99198692;Not Clear=0.00698363;Misleading=0.00102946;n_members=5
12259,Clear,0,soft_vote,Clear=0.84636822;Not Clear=0.15021683;Misleading=0.00341492;n_members=5
12260,Not Clear,1,soft_vote,Clear=0.41242363;Not Clear=0.58373291;Misleading=0.00384348;n_members=5
12261,Clear,0,soft_vote,Clear=0.91053310;Not Clear=0.08793034;Misleading=0.00153658;n_members=5
12262,Clear,0,soft_vote,Clear=0.83347371;Not Clear=0.16356748;Misleading=0.00295879;n_members=5
12263,Clear,0,soft_vote,Clear=0.92230263;Not Clear=0.07550002;Misleading=0.00219736;n_members=5
12264,Clear,0,soft_vote,Clear=0.82683289;Not Clear=0.16926980;Misleading=0.00389728;n_members=5
12265,Clear,0,soft_vote,Clear=0.99227598;Not Clear=0.00657867;Misleading=0.00114534;n_members=5
12266,Not Clear,1,soft_vote,Clear=0.49079544;Not Clear=0.50576604;Misleading=0.00343853;n_members=5
12267,Not Clear,1,soft_vote,Clear=0.16673668;Not Clear=0.82930758;Misleading=0.00395574;n_members=5
12268,Clear,0,soft_vote,Clear=0.96797190;Not Clear=0.03035093;Misleading=0.00167722;n_members=5
12269,Clear,0,soft_vote,Clear=0.95271532;Not Clear=0.04527809;Misleading=0.00200659;n_members=5
12270,Clear,0,soft_vote,Clear=0.87910814;Not Clear=0.11876861;Misleading=0.00212324;n_members=5
12271,Clear,0,soft_vote,Clear=0.95171599;Not Clear=0.04586319;Misleading=0.00242085;n_members=5
12272,Clear,0,soft_vote,Clear=0.91143862;Not Clear=0.08640171;Misleading=0.00215963;n_members=5
12273,Clear,0,soft_vote,Clear=0.74027987;Not Clear=0.25639303;Misleading=0.00332711;n_members=5
12274,Clear,0,soft_vote,Clear=0.97248663;Not Clear=0.02616538;Misleading=0.00134797;n_members=5
12275,Clear,0,soft_vote,Clear=0.91361779;Not Clear=0.08399011;Misleading=0.00239210;n_members=5
12276,Clear,0,soft_vote,Clear=0.95954306;Not Clear=0.03906030;Misleading=0.00139660;n_members=5
12277,Not Clear,1,soft_vote,Clear=0.14732479;Not Clear=0.84955317;Misleading=0.00312203;n_members=5
12278,Clear,0,soft_vote,Clear=0.82023261;Not Clear=0.17721258;Misleading=0.00255483;n_members=5
12279,Not Clear,1,soft_vote,Clear=0.04287972;Not Clear=0.95522281;Misleading=0.00189746;n_members=5
12280,Clear,0,soft_vote,Clear=0.97259170;Not Clear=0.02594859;Misleading=0.00145971;n_members=5
12281,Clear,0,soft_vote,Clear=0.74185794;Not Clear=0.25517986;Misleading=0.00296223;n_members=5
12282,Not Clear,1,soft_vote,Clear=0.05660672;Not Clear=0.94117838;Misleading=0.00221486;n_members=5
12283,Clear,0,soft_vote,Clear=0.90438343;Not Clear=0.09409032;Misleading=0.00152628;n_members=5
12284,Not Clear,1,soft_vote,Clear=0.16713651;Not Clear=0.82949623;Misleading=0.00336728;n_members=5
12285,Clear,0,soft_vote,Clear=0.97216910;Not Clear=0.02638031;Misleading=0.00145059;n_members=5
12286,Clear,0,soft_vote,Clear=0.97712176;Not Clear=0.02105791;Misleading=0.00182033;n_members=5
12287,Clear,0,soft_vote,Clear=0.83963870;Not Clear=0.15798109;Misleading=0.00238020;n_members=5
12288,Clear,0,soft_vote,Clear=0.56309767;Not Clear=0.43440030;Misleading=0.00250206;n_members=5
12289,Clear,0,soft_vote,Clear=0.96471551;Not Clear=0.03375791;Misleading=0.00152661;n_members=5
12290,Clear,0,soft_vote,Clear=0.95886594;Not Clear=0.03895072;Misleading=0.00218331;n_members=5
12291,Clear,0,soft_vote,Clear=0.58258803;Not Clear=0.41263892;Misleading=0.00477304;n_members=5
12292,Clear,0,soft_vote,Clear=0.99112526;Not Clear=0.00784747;Misleading=0.00102725;n_members=5
12293,Clear,0,soft_vote,Clear=0.72392238;Not Clear=0.27307026;Misleading=0.00300738;n_members=5
12294,Clear,0,soft_vote,Clear=0.98541775;Not Clear=0.01327195;Misleading=0.00131032;n_members=5
12295,Clear,0,soft_vote,Clear=0.99050858;Not Clear=0.00847869;Misleading=0.00101273;n_members=5
12296,Clear,0,soft_vote,Clear=0.62440616;Not Clear=0.37271254;Misleading=0.00288128;n_members=5
12297,Clear,0,soft_vote,Clear=0.85751685;Not Clear=0.13996606;Misleading=0.00251708;n_members=5
12298,Not Clear,1,soft_vote,Clear=0.06808340;Not Clear=0.92875027;Misleading=0.00316637;n_members=5
12299,Not Clear,1,soft_vote,Clear=0.09020199;Not Clear=0.90651321;Misleading=0.00328477;n_members=5
12300,Clear,0,soft_vote,Clear=0.75801103;Not Clear=0.23852136;Misleading=0.00346764;n_members=5
12301,Not Clear,1,soft_vote,Clear=0.21660854;Not Clear=0.78004402;Misleading=0.00334747;n_members=5
12302,Clear,0,soft_vote,Clear=0.89925361;Not Clear=0.09818379;Misleading=0.00256262;n_members=5
12303,Clear,0,soft_vote,Clear=0.70750005;Not Clear=0.28923325;Misleading=0.00326667;n_members=5
12304,Clear,0,soft_vote,Clear=0.89456511;Not Clear=0.10372292;Misleading=0.00171198;n_members=5
12305,Clear,0,soft_vote,Clear=0.92265380;Not Clear=0.07543318;Misleading=0.00191305;n_members=5
12306,Clear,0,soft_vote,Clear=0.94524228;Not Clear=0.05291002;Misleading=0.00184768;n_members=5
12307,Not Clear,1,soft_vote,Clear=0.27527218;Not Clear=0.72203270;Misleading=0.00269514;n_members=5
12308,Clear,0,soft_vote,Clear=0.98001344;Not Clear=0.01870209;Misleading=0.00128447;n_members=5
12309,Clear,0,soft_vote,Clear=0.73170705;Not Clear=0.26471211;Misleading=0.00358080;n_members=5
12310,Clear,0,soft_vote,Clear=0.98529354;Not Clear=0.01348462;Misleading=0.00122185;n_members=5
12311,Clear,0,soft_vote,Clear=0.94602275;Not Clear=0.05113419;Misleading=0.00284305;n_members=5
12312,Clear,0,soft_vote,Clear=0.97447717;Not Clear=0.02429700;Misleading=0.00122580;n_members=5
12313,Not Clear,1,soft_vote,Clear=0.37302005;Not Clear=0.62279511;Misleading=0.00418485;n_members=5
12314,Clear,0,soft_vote,Clear=0.89149263;Not Clear=0.10641516;Misleading=0.00209219;n_members=5
12315,Clear,0,soft_vote,Clear=0.69386540;Not Clear=0.30266893;Misleading=0.00346566;n_members=5
12316,Clear,0,soft_vote,Clear=0.99029347;Not Clear=0.00867049;Misleading=0.00103606;n_members=5
12317,Not Clear,1,soft_vote,Clear=0.11315384;Not Clear=0.88303096;Misleading=0.00381517;n_members=5
12318,Clear,0,soft_vote,Clear=0.96309534;Not Clear=0.03522434;Misleading=0.00168032;n_members=5
12319,Clear,0,soft_vote,Clear=0.97358962;Not Clear=0.02511254;Misleading=0.00129784;n_members=5
12320,Clear,0,soft_vote,Clear=0.77962947;Not Clear=0.21710304;Misleading=0.00326749;n_members=5
12321,Not Clear,1,soft_vote,Clear=0.09763275;Not Clear=0.89952587;Misleading=0.00284140;n_members=5
12322,Clear,0,soft_vote,Clear=0.60184800;Not Clear=0.39491640;Misleading=0.00323557;n_members=5
12323,Clear,0,soft_vote,Clear=0.85510866;Not Clear=0.14075240;Misleading=0.00413896;n_members=5
12324,Clear,0,soft_vote,Clear=0.59898795;Not Clear=0.39670319;Misleading=0.00430887;n_members=5
12325,Clear,0,soft_vote,Clear=0.88274232;Not Clear=0.11415679;Misleading=0.00310090;n_members=5
12326,Clear,0,soft_vote,Clear=0.93874843;Not Clear=0.05944831;Misleading=0.00180324;n_members=5
12327,Clear,0,soft_vote,Clear=0.92692878;Not Clear=0.07044702;Misleading=0.00262418;n_members=5
12328,Clear,0,soft_vote,Clear=0.98311851;Not Clear=0.01564700;Misleading=0.00123444;n_members=5
12329,Clear,0,soft_vote,Clear=0.92333645;Not Clear=0.07413163;Misleading=0.00253196;n_members=5
12330,Clear,0,soft_vote,Clear=0.89532385;Not Clear=0.10215254;Misleading=0.00252360;n_members=5
12331,Clear,0,soft_vote,Clear=0.72390560;Not Clear=0.27267645;Misleading=0.00341792;n_members=5
12332,Not Clear,1,soft_vote,Clear=0.44077174;Not Clear=0.55568293;Misleading=0.00354535;n_members=5
12333,Clear,0,soft_vote,Clear=0.92908895;Not Clear=0.06904823;Misleading=0.00186282;n_members=5
12334,Not Clear,1,soft_vote,Clear=0.16613686;Not Clear=0.83125656;Misleading=0.00260657;n_members=5
12335,Clear,0,soft_vote,Clear=0.82548987;Not Clear=0.17208229;Misleading=0.00242782;n_members=5
12336,Clear,0,soft_vote,Clear=0.98937895;Not Clear=0.00946219;Misleading=0.00115886;n_members=5
12337,Clear,0,soft_vote,Clear=0.94112650;Not Clear=0.05706277;Misleading=0.00181071;n_members=5
12338,Clear,0,soft_vote,Clear=0.95380569;Not Clear=0.04406774;Misleading=0.00212660;n_members=5
12339,Clear,0,soft_vote,Clear=0.85775625;Not Clear=0.13985600;Misleading=0.00238778;n_members=5
12340,Clear,0,soft_vote,Clear=0.85250515;Not Clear=0.14511424;Misleading=0.00238058;n_members=5
12341,Clear,0,soft_vote,Clear=0.70453117;Not Clear=0.29223198;Misleading=0.00323683;n_members=5
12342,Clear,0,soft_vote,Clear=0.99015138;Not Clear=0.00867000;Misleading=0.00117866;n_members=5
12343,Clear,0,soft_vote,Clear=0.98024431;Not Clear=0.01831170;Misleading=0.00144399;n_members=5
12344,Not Clear,1,soft_vote,Clear=0.48416709;Not Clear=0.51124338;Misleading=0.00458952;n_members=5
12345,Clear,0,soft_vote,Clear=0.99134247;Not Clear=0.00768739;Misleading=0.00097013;n_members=5
12346,Clear,0,soft_vote,Clear=0.85387418;Not Clear=0.14416778;Misleading=0.00195805;n_members=5
12347,Clear,0,soft_vote,Clear=0.87633876;Not Clear=0.12104277;Misleading=0.00261848;n_members=5
12348,Clear,0,soft_vote,Clear=0.90780703;Not Clear=0.08901140;Misleading=0.00318156;n_members=5
12349,Clear,0,soft_vote,Clear=0.53550554;Not Clear=0.45971953;Misleading=0.00477494;n_members=5
12350,Clear,0,soft_vote,Clear=0.99100641;Not Clear=0.00815696;Misleading=0.00083662;n_members=5
12351,Clear,0,soft_vote,Clear=0.97441243;Not Clear=0.02371840;Misleading=0.00186917;n_members=5
12352,Not Clear,1,soft_vote,Clear=0.05868854;Not Clear=0.93745325;Misleading=0.00385821;n_members=5
12353,Clear,0,soft_vote,Clear=0.90795966;Not Clear=0.08971430;Misleading=0.00232603;n_members=5
12354,Clear,0,soft_vote,Clear=0.97926268;Not Clear=0.01943709;Misleading=0.00130021;n_members=5
12355,Clear,0,soft_vote,Clear=0.97888632;Not Clear=0.01972726;Misleading=0.00138642;n_members=5
12356,Clear,0,soft_vote,Clear=0.87760042;Not Clear=0.12003104;Misleading=0.00236852;n_members=5
12357,Clear,0,soft_vote,Clear=0.79705923;Not Clear=0.19987965;Misleading=0.00306114;n_members=5
12358,Clear,0,soft_vote,Clear=0.91027229;Not Clear=0.08632308;Misleading=0.00340465;n_members=5
12359,Clear,0,soft_vote,Clear=0.62433841;Not Clear=0.37079481;Misleading=0.00486676;n_members=5
12360,Clear,0,soft_vote,Clear=0.96809586;Not Clear=0.03013628;Misleading=0.00176785;n_members=5
12361,Clear,0,soft_vote,Clear=0.97265487;Not Clear=0.02606004;Misleading=0.00128513;n_members=5
12362,Clear,0,soft_vote,Clear=0.96978438;Not Clear=0.02793030;Misleading=0.00228533;n_members=5
12363,Not Clear,1,soft_vote,Clear=0.07649148;Not Clear=0.92151772;Misleading=0.00199082;n_members=5
12364,Clear,0,soft_vote,Clear=0.83862257;Not Clear=0.15830440;Misleading=0.00307307;n_members=5
12365,Clear,0,soft_vote,Clear=0.96999534;Not Clear=0.02849409;Misleading=0.00151063;n_members=5
12366,Clear,0,soft_vote,Clear=0.81558202;Not Clear=0.18281408;Misleading=0.00160389;n_members=5
12367,Not Clear,1,soft_vote,Clear=0.38902336;Not Clear=0.60709521;Misleading=0.00388144;n_members=5
12368,Not Clear,1,soft_vote,Clear=0.04158139;Not Clear=0.95571607;Misleading=0.00270254;n_members=5
12369,Not Clear,1,soft_vote,Clear=0.48492434;Not Clear=0.51155639;Misleading=0.00351927;n_members=5
12370,Not Clear,1,soft_vote,Clear=0.14524025;Not Clear=0.85243793;Misleading=0.00232183;n_members=5
12371,Clear,0,soft_vote,Clear=0.95352169;Not Clear=0.04507494;Misleading=0.00140339;n_members=5
12372,Clear,0,soft_vote,Clear=0.93624253;Not Clear=0.06149809;Misleading=0.00225936;n_members=5
12373,Clear,0,soft_vote,Clear=0.96635299;Not Clear=0.03218481;Misleading=0.00146220;n_members=5
12374,Clear,0,soft_vote,Clear=0.90080444;Not Clear=0.09604702;Misleading=0.00314854;n_members=5
12375,Clear,0,soft_vote,Clear=0.96384491;Not Clear=0.03451496;Misleading=0.00164010;n_members=5
12376,Clear,0,soft_vote,Clear=0.65074216;Not Clear=0.34071258;Misleading=0.00854525;n_members=5
12377,Clear,0,soft_vote,Clear=0.97231727;Not Clear=0.02645059;Misleading=0.00123210;n_members=5
12378,Clear,0,soft_vote,Clear=0.97760529;Not Clear=0.02087602;Misleading=0.00151869;n_members=5
12379,Clear,0,soft_vote,Clear=0.91423016;Not Clear=0.08374563;Misleading=0.00202421;n_members=5
12380,Clear,0,soft_vote,Clear=0.98737130;Not Clear=0.01149863;Misleading=0.00113006;n_members=5
12381,Clear,0,soft_vote,Clear=0.95197415;Not Clear=0.04654374;Misleading=0.00148209;n_members=5
12382,Clear,0,soft_vote,Clear=0.62353318;Not Clear=0.37308387;Misleading=0.00338298;n_members=5
12383,Not Clear,1,soft_vote,Clear=0.06972617;Not Clear=0.92838751;Misleading=0.00188630;n_members=5
12384,Not Clear,1,soft_vote,Clear=0.07418481;Not Clear=0.92291192;Misleading=0.00290323;n_members=5
12385,Not Clear,1,soft_vote,Clear=0.05247743;Not Clear=0.94532405;Misleading=0.00219853;n_members=5
12386,Clear,0,soft_vote,Clear=0.97602746;Not Clear=0.02233191;Misleading=0.00164061;n_members=5
12387,Clear,0,soft_vote,Clear=0.83598078;Not Clear=0.16138143;Misleading=0.00263777;n_members=5
12388,Not Clear,1,soft_vote,Clear=0.48961519;Not Clear=0.50690291;Misleading=0.00348191;n_members=5
12389,Clear,0,soft_vote,Clear=0.65517343;Not Clear=0.34206128;Misleading=0.00276530;n_members=5
12390,Not Clear,1,soft_vote,Clear=0.34416441;Not Clear=0.65168309;Misleading=0.00415252;n_members=5
12391,Clear,0,soft_vote,Clear=0.97832290;Not Clear=0.02000514;Misleading=0.00167195;n_members=5
12392,Clear,0,soft_vote,Clear=0.95466844;Not Clear=0.04390390;Misleading=0.00142768;n_members=5
12393,Clear,0,soft_vote,Clear=0.98114271;Not Clear=0.01751199;Misleading=0.00134533;n_members=5
12394,Clear,0,soft_vote,Clear=0.88425993;Not Clear=0.11370068;Misleading=0.00203942;n_members=5
12395,Not Clear,1,soft_vote,Clear=0.15852845;Not Clear=0.83900713;Misleading=0.00246443;n_members=5
12396,Clear,0,soft_vote,Clear=0.82791375;Not Clear=0.16886247;Misleading=0.00322379;n_members=5
12397,Clear,0,soft_vote,Clear=0.98143571;Not Clear=0.01718022;Misleading=0.00138408;n_members=5
12398,Clear,0,soft_vote,Clear=0.96131628;Not Clear=0.03698065;Misleading=0.00170307;n_members=5
12399,Clear,0,soft_vote,Clear=0.52057494;Not Clear=0.47493336;Misleading=0.00449169;n_members=5
12400,Clear,0,soft_vote,Clear=0.96214832;Not Clear=0.03645041;Misleading=0.00140131;n_members=5
12401,Clear,0,soft_vote,Clear=0.80572666;Not Clear=0.19186051;Misleading=0.00241280;n_members=5
12402,Clear,0,soft_vote,Clear=0.99011533;Not Clear=0.00876263;Misleading=0.00112206;n_members=5
12403,Clear,0,soft_vote,Clear=0.94272679;Not Clear=0.05558375;Misleading=0.00168943;n_members=5
12404,Clear,0,soft_vote,Clear=0.68680984;Not Clear=0.30893553;Misleading=0.00425461;n_members=5
12405,Not Clear,1,soft_vote,Clear=0.05636687;Not Clear=0.94186449;Misleading=0.00176862;n_members=5
12406,Clear,0,soft_vote,Clear=0.61573967;Not Clear=0.38150362;Misleading=0.00275666;n_members=5
12407,Not Clear,1,soft_vote,Clear=0.35477251;Not Clear=0.64078863;Misleading=0.00443885;n_members=5
12408,Clear,0,soft_vote,Clear=0.57421946;Not Clear=0.42286115;Misleading=0.00291941;n_members=5
12409,Clear,0,soft_vote,Clear=0.73524895;Not Clear=0.26082389;Misleading=0.00392715;n_members=5
12410,Clear,0,soft_vote,Clear=0.98465091;Not Clear=0.01429254;Misleading=0.00105657;n_members=5
12411,Clear,0,soft_vote,Clear=0.93343251;Not Clear=0.06463786;Misleading=0.00192964;n_members=5
12412,Clear,0,soft_vote,Clear=0.71030104;Not Clear=0.28698610;Misleading=0.00271286;n_members=5
12413,Not Clear,1,soft_vote,Clear=0.18453100;Not Clear=0.81268141;Misleading=0.00278760;n_members=5
12414,Clear,0,soft_vote,Clear=0.95400373;Not Clear=0.04459057;Misleading=0.00140569;n_members=5
12415,Clear,0,soft_vote,Clear=0.92308185;Not Clear=0.07511672;Misleading=0.00180144;n_members=5
12416,Not Clear,1,soft_vote,Clear=0.04568718;Not Clear=0.95208676;Misleading=0.00222607;n_members=5
12417,Clear,0,soft_vote,Clear=0.97522705;Not Clear=0.02342673;Misleading=0.00134619;n_members=5
12418,Clear,0,soft_vote,Clear=0.88515421;Not Clear=0.11291994;Misleading=0.00192586;n_members=5
12419,Clear,0,soft_vote,Clear=0.77714963;Not Clear=0.21813701;Misleading=0.00471336;n_members=5
12420,Clear,0,soft_vote,Clear=0.87689631;Not Clear=0.12096748;Misleading=0.00213620;n_members=5
12421,Clear,0,soft_vote,Clear=0.75658361;Not Clear=0.24099177;Misleading=0.00242464;n_members=5
12422,Clear,0,soft_vote,Clear=0.83761278;Not Clear=0.16005217;Misleading=0.00233506;n_members=5
12423,Clear,0,soft_vote,Clear=0.73503409;Not Clear=0.26121737;Misleading=0.00374855;n_members=5
12424,Clear,0,soft_vote,Clear=0.63449957;Not Clear=0.36216941;Misleading=0.00333102;n_members=5
12425,Not Clear,1,soft_vote,Clear=0.39373395;Not Clear=0.60318033;Misleading=0.00308571;n_members=5
12426,Clear,0,soft_vote,Clear=0.98959948;Not Clear=0.00941689;Misleading=0.00098364;n_members=5
12427,Not Clear,1,soft_vote,Clear=0.43043283;Not Clear=0.56348100;Misleading=0.00608619;n_members=5
12428,Clear,0,soft_vote,Clear=0.93120640;Not Clear=0.06724267;Misleading=0.00155086;n_members=5
12429,Clear,0,soft_vote,Clear=0.90660389;Not Clear=0.09144429;Misleading=0.00195179;n_members=5
12430,Clear,0,soft_vote,Clear=0.96016032;Not Clear=0.03838171;Misleading=0.00145793;n_members=5
12431,Clear,0,soft_vote,Clear=0.85331757;Not Clear=0.14506848;Misleading=0.00161398;n_members=5
12432,Clear,0,soft_vote,Clear=0.56615910;Not Clear=0.43113048;Misleading=0.00271045;n_members=5
12433,Not Clear,1,soft_vote,Clear=0.33238743;Not Clear=0.66422950;Misleading=0.00338305;n_members=5
12434,Clear,0,soft_vote,Clear=0.87123981;Not Clear=0.12692321;Misleading=0.00183699;n_members=5
12435,Not Clear,1,soft_vote,Clear=0.29674142;Not Clear=0.69837291;Misleading=0.00488567;n_members=5
12436,Clear,0,soft_vote,Clear=0.66577286;Not Clear=0.33119781;Misleading=0.00302935;n_members=5
12437,Clear,0,soft_vote,Clear=0.82220158;Not Clear=0.17580969;Misleading=0.00198874;n_members=5
12438,Clear,0,soft_vote,Clear=0.97700566;Not Clear=0.02184123;Misleading=0.00115309;n_members=5
12439,Clear,0,soft_vote,Clear=0.95152673;Not Clear=0.04628311;Misleading=0.00219018;n_members=5
12440,Clear,0,soft_vote,Clear=0.92573343;Not Clear=0.07204480;Misleading=0.00222178;n_members=5
12441,Clear,0,soft_vote,Clear=0.99129975;Not Clear=0.00776625;Misleading=0.00093402;n_members=5
12442,Clear,0,soft_vote,Clear=0.61103903;Not Clear=0.38506072;Misleading=0.00390027;n_members=5
12443,Not Clear,1,soft_vote,Clear=0.18407166;Not Clear=0.81198088;Misleading=0.00394747;n_members=5
12444,Clear,0,soft_vote,Clear=0.72475293;Not Clear=0.27119067;Misleading=0.00405641;n_members=5
12445,Not Clear,1,soft_vote,Clear=0.05662993;Not Clear=0.94002068;Misleading=0.00334941;n_members=5
12446,Not Clear,1,soft_vote,Clear=0.27037126;Not Clear=0.72550124;Misleading=0.00412752;n_members=5
12447,Clear,0,soft_vote,Clear=0.95909369;Not Clear=0.03913210;Misleading=0.00177419;n_members=5
12448,Clear,0,soft_vote,Clear=0.74535534;Not Clear=0.25077727;Misleading=0.00386737;n_members=5
12449,Clear,0,soft_vote,Clear=0.91905988;Not Clear=0.07786487;Misleading=0.00307526;n_members=5
12450,Not Clear,1,soft_vote,Clear=0.16684048;Not Clear=0.83060417;Misleading=0.00255535;n_members=5
12451,Not Clear,1,soft_vote,Clear=0.09223720;Not Clear=0.90476819;Misleading=0.00299463;n_members=5
12452,Clear,0,soft_vote,Clear=0.51149664;Not Clear=0.48366543;Misleading=0.00483794;n_members=5
12453,Clear,0,soft_vote,Clear=0.77914816;Not Clear=0.21745838;Misleading=0.00339342;n_members=5
12454,Clear,0,soft_vote,Clear=0.94577232;Not Clear=0.05268061;Misleading=0.00154703;n_members=5
12455,Clear,0,soft_vote,Clear=0.77619803;Not Clear=0.22064103;Misleading=0.00316095;n_members=5
12456,Not Clear,1,soft_vote,Clear=0.46681042;Not Clear=0.52936679;Misleading=0.00382276;n_members=5
12457,Clear,0,soft_vote,Clear=0.97800002;Not Clear=0.02088059;Misleading=0.00111934;n_members=5
12458,Clear,0,soft_vote,Clear=0.97937008;Not Clear=0.01930922;Misleading=0.00132069;n_members=5
12459,Clear,0,soft_vote,Clear=0.96304922;Not Clear=0.03509642;Misleading=0.00185438;n_members=5
12460,Clear,0,soft_vote,Clear=0.97916719;Not Clear=0.01941672;Misleading=0.00141607;n_members=5
